X,molecule,Value,logTox,Value_mmol,logToxm,stars,amine,amidine,acid,amide,rotor,rtvFG,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip.2.V,ACxDN..5.SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo.w,QPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP.eV.,EA.eV.,SAfluorine,SAamideO,PSA,NandO,RuleOf5,ringatoms,in34,in56,noncon,nonHatm,HOMO_AM1,LUMO_AM1,dE,Species,Measure,Time.h.,aveTOX,EA.AM1,IA.AM1,Chem.Pot
575,15972608,5,1.609437912,0.02,-3.99,0,0,0,0,0,5,0,269.77,4.76,467.26,274.24,20.18,102.95,69.89,838.11,0,4.7,0.03,0,0.92,25.16,7.69,10.64,5.23,2.67,-2.06,-3.32,6375.24,0.28,8846.23,-1.05,9.78,0.23,0,0,24.71,3,0,6,0,6,0,18,-9.51,0.04,9.54,Fathead,LC50,96,5,-0.04,9.51,-4.735
576,16245797,0.12,-2.120263536,0,-7.45,2,0,0,0,0,8,0,205.34,2.09,534.24,323.46,61.68,149.11,0,879.53,1.5,1,0,0,0.83,25.33,8.07,10.17,3.86,3.95,-4.14,-4.98,2576.25,-0.51,1375.88,-1.36,8.04,-0.63,0,0,26.35,1,0,6,0,6,0,15,-8.38,0.61,8.99,Fathead,LC50,96,0.12,-0.61,8.38,-3.885
468,1634044,672,6.510258341,7.62,2.03,12,0,0,0,0,1,0,88.15,1.94,280.97,280.97,0,0,0,423.32,0,0.75,0.01,0,0.97,10.15,2.61,2.55,0.91,0.87,-1.07,-2.01,9906.04,0.41,5899.29,-1.71,10.65,-3.03,0,0,9.31,1,0,0,0,0,0,6,-10.43,2.99,13.42,Fathead,LC50,96,672,-2.99,10.43,-3.72
469,1647161,0.29,-1.237874356,0,-6.17,7,0,0,0,0,7,0,138.25,0.14,442.77,350.71,0,92.06,0,698.97,0,0,2.83E-05,0,0.86,18.2,5.15,4.59,-1.71,4.96,-5.15,-4.23,9906.04,0.89,5899.29,-0.52,10.29,-1.22,0,0,0,0,0,0,0,0,0,10,-9.98,1.35,11.33,Fathead,LC50,96,0.29,-1.35,9.98,-4.315
577,16752775,2.11,0.746687947,0.01,-4.34,1,0,0,0,0,3,1,162.21,4.93,388.76,261.09,83.81,0,43.86,600.81,1,4,0.04,0.01,0.89,15.96,4.77,8.65,5.98,1.01,-1.82,-3.38,1589.02,-0.22,1419.11,-2.78,8.66,-0.2,0,0,67.93,4,0,0,0,0,0,10,-8.76,0.25,9.01,Fathead,LC50,96,2.11,-0.25,8.76,-4.255
578,16879020,214,5.365976015,1.65,0.5,6,0,0,0,0,1,0,129.55,4.23,295.38,0,76.65,144.22,74.51,431.65,1,1,0.04,0,0.94,11.86,4.57,6.12,4.19,2.24,-1.59,-3.27,1858.09,0.1,2473.73,-2.33,9.8,0.4,0,0,34.72,2,0,6,0,6,0,8,-9.54,-0.25,9.29,Fathead,LC50,96,214,0.25,9.54,-4.895
470,1689823,1.17,0.157003749,0.01,-5.12,0,0,0,0,0,3,1,198.22,2.27,444.92,0,71.33,373.59,0,711.27,1,2.75,0.01,0.01,0.87,23.95,8.04,10.6,7.33,2.51,-2.94,-5.48,2086.76,-0.25,1095.63,-1.23,8.85,1.35,0,0,43.16,3,0,12,0,12,0,15,-8.85,-0.77,8.08,Fathead,LC50,96,1.17,0.77,8.85,-4.81
471,1689834,6.8,1.916922612,0.02,-4,0,0,0,0,0,2,0,370.92,3.71,377.2,0,110.12,108.53,158.55,583.31,1,2.25,0.02,0.01,0.9,16.94,6.42,8.74,5.41,1.94,-3.75,-3.75,894.69,-0.08,3240.76,-2.98,9.42,1.57,0,0,46.08,2,0,6,0,6,0,11,-10.19,-1.07,9.13,Fathead,LC50,96,6.8,1.07,10.19,-5.63
472,1689845,12.6,2.533696814,0.05,-3.09,0,0,0,0,0,2,0,276.92,4.18,365.74,0,111.43,108.86,145.46,562.63,1,2.25,0.03,0.01,0.9,16.12,6.18,8.51,5.39,1.8,-3.25,-3.65,869.47,-0.12,2663.91,-3,10.18,1.06,0,0,46.05,2,0,6,0,6,0,11,-10.18,-1.09,9.09,Fathead,LC50,96,12.6,1.09,10.18,-5.635
473,1740198,2.1,0.741937345,0.01,-4.96,0,0,0,1,0,2,0,300.44,2.56,527.88,396.57,70.63,60.68,0,998.05,1,2,0.01,0,0.91,33.08,8.92,13.11,4.88,4.8,-4.83,-1.39,536.69,-0.12,321.11,-2.42,9.27,-0.5,0,0,41.81,2,0,14,0,14,8,22,-9.05,0.52,9.58,Fathead,LC50,96,2.1,-0.52,9.05,-4.265
474,1745819,15,2.708050201,0.11,-2.19,3,0,0,0,0,3,0,134.18,2.3,354.83,103.22,39.91,211.7,0,551.36,1,0.75,0.01,0,0.92,16.01,5.4,6.45,3.83,2.23,-1.3,-3.89,4143.84,0.07,2299.8,-1.22,9.54,-0.23,0,0,20.28,1,0,6,0,6,0,10,-9.03,0.34,9.37,Fathead,LC50,96,15,-0.34,9.03,-4.345
615,1746232,0.49,-0.713349888,0,-5.79,7,0,0,0,0,2,0,160.26,0.47,411.1,254.5,0,156.6,0,673.83,0,0,0,0,0.9,21.02,5.69,5.95,0.26,4.49,-4.89,-3.83,9906.04,0.7,5899.29,-0.78,9.04,0.05,0,0,0,0,0,6,0,6,0,12,-8.82,0.04,8.86,Fathead,LC50,96,0.49,-0.04,8.82,-4.39
579,17584122,952,6.858565035,7.67,2.04,3,0,0,0,0,1,0,124.15,2.96,318.53,158.75,135.31,24.48,0,477.15,2,3.5,0.02,0.02,0.93,12.53,4.27,8.55,7.73,-0.29,-0.61,-2.83,516.17,-0.55,242.05,-3.83,8.98,0.41,0,0,65.17,4,0,6,0,6,0,9,-9.02,-0.22,8.81,Fathead,LC50,96,952,0.22,9.02,-4.62
475,1761611,1.3,0.262364264,0.01,-5.04,3,0,0,0,0,2,0,201.02,4.45,336.58,14.89,119.25,125.41,77.03,515.1,0,1.75,0.04,0,0.92,14.37,5.34,6.04,3.5,1.54,-1.67,-3.37,732.89,-0.3,934.25,-3.08,9.92,0.85,0,0,56.61,2,0,6,0,6,0,10,-9.51,-0.69,8.81,Fathead,LC50,96,1.3,0.69,9.51,-5.1
581,17754904,5.36,1.678963975,0.03,-3.59,1,0,0,0,0,5,0,193.25,6.17,434.19,235.14,119.22,79.83,0,713.45,0,2.75,0.05,0,0.89,19.95,6.27,8.13,3.72,1.88,-2.19,-3.7,733.45,-0.74,353.86,-2.96,8.35,0.24,0,0,58.24,3,0,6,0,6,0,14,-8.48,-0.07,8.41,Fathead,LC50,96,5.36,0.07,8.48,-4.275
582,18368633,232,5.446737372,1.82,0.6,5,0,0,0,0,0,0,127.57,3.46,316.17,91.43,15.63,134.58,74.53,469.59,0,1,0.03,0,0.92,13.92,4.16,4.86,2.51,2.14,-1.9,-3.4,7041.12,0.62,10000,-1.33,9.69,0.23,0,0,11.55,1,0,6,0,6,0,8,-9.67,-0.18,9.49,Fathead,LC50,96,232,0.18,9.67,-4.925
476,1871574,0.19,-1.660731207,0,-6.49,10,0,0,0,0,0,0,125,2.76,294.27,127.99,0,36.52,129.76,431.01,0,0,0.02,0,0.94,11.44,3.46,3.41,0.72,2.58,-2.17,-2.71,9906.04,0.45,10000,-1.39,10.39,-0.69,0,0,0,0,0,0,0,0,0,6,-10.28,0.72,11,Fathead,LC50,96,0.19,-0.72,10.28,-4.78
477,1891958,24.3,3.19047635,0.13,-2.05,0,0,0,0,0,2,0,188.01,3.57,357.15,0,112.72,109.69,134.74,546.87,1,2.25,0.02,0.01,0.91,15.5,5.98,8.15,5.38,1.41,-2.32,-3.58,845.18,-0.14,2256.72,-3.02,9.98,1.03,0,0,46.1,2,0,6,0,6,0,11,-10.15,-1.05,9.1,Fathead,LC50,96,24.3,1.05,10.15,-5.6
583,19549985,49,3.891820298,0.35,-1.05,5,0,0,0,0,5,0,140.23,1.82,395.64,308.91,39.16,47.58,0,625.72,1.5,0.75,0.01,0,0.89,16.13,4.94,6.78,3.09,2.56,-1.74,-3.47,4212.73,-0.06,2341.15,-1.59,11.16,-1.74,0,0,20.31,1,0,0,0,0,0,10,-10.8,1.7,12.5,Fathead,LC50,96,49,-1.7,10.8,-4.55
478,1962750,0.59,-0.527632742,0,-6.16,2,0,0,0,0,8,2,278.35,0.01,646.28,412.06,99.71,134.51,0,1067.67,0,4,0,0,0.78,32.72,9.75,12.14,5.04,3.78,-4.9,-5.71,1122.95,-1.01,560.77,-2.12,10.3,0.99,0,0,70.39,4,0,6,0,6,0,20,-10.27,-1.01,9.26,Fathead,LC50,96,0.59,1.01,10.27,-5.64
480,2008584,469,6.150602768,2.47,0.9,0,0,0,0,0,1,0,190.03,6.24,351.88,0,95.51,135.94,120.43,547.78,2,2.5,0.07,0.01,0.92,16.42,6.33,10.66,7.35,1.1,-2.14,-3.47,1230.73,0.05,2828.34,-2.71,9.73,0.46,0,0,49.37,2,0,6,0,6,0,11,-9.87,-0.44,9.43,Fathead,LC50,96,469,0.44,9.87,-5.155
481,2016571,1.03,0.029558802,0.01,-5.03,3,1,0,0,0,9,0,157.3,1.55,477.01,412.92,64.09,0,0,764.04,2,1,0,0,0.85,18.64,6.02,8.3,3.23,2.35,-1.54,-4.73,609.63,-0.18,320.56,-3.9,9.56,-3.01,0,0,27.23,1,0,0,0,0,0,11,-9.69,3.42,13.1,Fathead,LC50,96,1.03,-3.42,9.69,-3.135
482,2032599,1.95,0.667829373,0.01,-4.67,0,0,0,0,0,2,0,208.26,3.8,458.3,312.43,62.54,83.34,0,757.39,1,4,0.02,0.01,0.88,23.67,6.49,10.89,6.78,1.8,-2.59,-3.92,2528.53,-0.1,1348.35,-2.19,9.36,-0.03,0,0,53.62,4,0,6,0,6,0,15,-8.69,0.28,8.97,Fathead,LC50,96,1.95,-0.28,8.69,-4.205
483,2034222,6.12,1.811562097,0.02,-3.91,6,0,0,0,0,0,0,304.77,5.17,320.12,0,52.14,30.51,237.48,471.05,1,1.5,0.06,0,0.91,12.99,4.96,7.49,4.08,2.13,-2.6,-3.06,3173.05,0.73,10000,-2.37,9.72,1.2,0,0,27.63,2,0,5,0,5,0,8,-9.39,-0.43,8.96,Fathead,LC50,96,6.12,0.43,9.39,-4.91
584,20662844,449,6.107022888,4.04,1.4,5,0,0,0,0,0,0,111.14,1.61,316.63,271.03,21.16,24.44,0,472.88,0,2,0.01,0,0.93,13,2.96,4.29,2.76,1.06,-1.17,-2.83,6241.11,0.4,3580.42,-1.82,9.34,-0.45,0,0,21.98,2,0,5,0,5,0,8,-9.04,0.41,9.45,Fathead,LC50,96,449,-0.41,9.04,-4.315
484,2104645,0.08,-2.525728644,0,-8.32,0,0,0,0,0,6,1,323.3,9.97,511.57,113.52,96.87,261.9,39.29,909.69,0,2.5,0.11,0,0.89,28.9,9.61,12.28,4.54,3.8,-3.8,-4.6,1194.89,-0.52,984.43,-1.81,9.13,1.46,0,0,62.57,5,0,12,0,12,0,21,-9.92,-1.42,8.49,Fathead,LC50,96,0.08,1.42,9.92,-5.67
486,2138229,1.58,0.457424847,0.01,-4.52,3,0,0,0,0,2,0,144.56,4.36,311.35,0,100.92,138.71,71.72,464.57,2,1.5,0.04,0.01,0.93,12.48,5.25,8.11,6.09,0.89,0.24,-3.3,1093.72,-0.16,1346.8,-2.7,9.47,0.2,0,0,43.75,2,0,6,0,6,0,9,-8.97,0,8.97,Fathead,LC50,96,1.58,0,8.97,-4.485
487,2150472,45.8,3.824284091,0.27,-1.3,0,0,0,0,0,3,1,168.15,5.24,371.56,97.63,143.19,130.74,0,575.39,1,2.5,0.05,0.01,0.9,16.2,5.66,8.34,5.74,1.87,-1.92,-3.77,434.56,-0.8,200.97,-3.41,9.83,0.61,0,0,76.19,4,0,6,0,6,0,12,-9.42,-0.5,8.92,Fathead,LC50,96,45.8,0.5,9.42,-4.96
489,2176627,0.47,-0.755022584,0,-6.28,6,0,0,0,0,0,0,251.33,0.74,364.6,0,18.29,38.94,307.38,569.87,0,1,0,0,0.91,17.02,6.12,6.6,2.08,4.6,-4.5,-3.15,6643.91,1.17,10000,-1.72,9.66,1.04,0,0,11.93,1,0,6,0,6,0,11,-9.95,-1.22,8.73,Fathead,LC50,96,0.47,1.22,9.95,-5.585
8,22037974,7.52,2.017566138,0.04,-3.17,7,0,0,0,0,7,0,178.35,0,474.68,410.5,0,0,64.18,752.37,0,1,0,0,0.84,19.46,5.42,5.69,0.33,3.96,-4.79,-4.08,9906.04,0.56,10000,-0.85,8.92,0.16,0,0,0,0,0,0,0,0,0,10,-8.47,0.31,8.78,Fathead,LC50,96,7.52,-0.31,8.47,-4.08
585,22104627,8.5,2.140066163,0.07,-2.72,4,1,0,0,0,3,1,129.2,3.21,366.36,324.75,41.61,0,0,577.48,0,4,0.02,0,0.92,15.03,3.96,6.19,4.16,0.3,0.64,-3.63,995.83,0.45,544.84,-4.06,9.6,-0.86,0,0,30.57,2,0,0,0,0,0,9,-9.19,0.89,10.08,Fathead,LC50,96,8.5,-0.89,9.19,-4.15
490,2216515,18.9,2.939161922,0.12,-2.11,4,0,0,0,0,2,0,156.27,1.51,381,358.05,22.96,0,0,631.3,1,1.7,0,0,0.93,17.83,4.81,7.17,3.49,2.69,-2.19,-2.6,6000.64,0.27,3431.54,-1.75,10.38,-3.23,0,0,14.75,1,0,6,0,6,6,11,-10.56,3.31,13.87,Fathead,LC50,96,18.9,-3.31,10.56,-3.625
492,2234164,11.7,2.459588842,0.07,-2.68,3,0,0,0,0,1,0,189.04,4.44,365.98,81.37,40.46,114.46,129.69,573.29,0,2,0.03,0,0.91,17.24,5.6,6.99,3.45,2.27,-2.68,-3.5,4094.57,0.5,10000,-1.77,9.62,0.87,0,0,25.56,1,0,6,0,6,0,11,-9.89,-0.51,9.38,Fathead,LC50,96,11.7,0.51,9.89,-5.2
493,2243278,5.25,1.658228077,0.04,-3.28,5,0,0,0,0,7,0,139.24,5.32,433.01,347.87,71.35,13.79,0,678.03,0,1.5,0.04,0,0.86,16.62,4.89,5.64,1.27,2.75,-3.01,-3.83,2085.85,-0.5,1095.11,-2.11,11.7,-1.59,0,0,25.66,1,0,0,0,0,0,10,-11.26,1.7,12.96,Fathead,LC50,96,5.25,-1.7,11.26,-4.78
587,22726007,92.7,4.529368473,0.46,-0.77,0,0,0,0,0,1,0,200.03,3.28,338.69,0,110.32,151.28,77.09,517.64,2,2.5,0.02,0.01,0.92,15.37,5.91,9.49,7.51,0.87,-1.34,-3.54,890.65,-0.18,1154.19,-2.92,9.94,0.54,0,0,52.33,2,0,6,0,6,0,10,-9.86,-0.49,9.37,Fathead,LC50,96,92.7,0.49,9.86,-5.175
588,23135220,6.78,1.913977102,0.03,-3.48,1,0,0,0,0,4,1,219.26,7.02,445.91,302.14,96.16,5.14,42.47,726.65,1,7,0.07,0.02,0.88,20.41,6.15,12.21,8.97,0.53,-1.7,-3.55,1213.55,-0.41,1042,-2.89,8.93,0.43,0,0,78.2,6,0,0,0,0,0,14,-8.94,-0.1,8.84,Fathead,LC50,96,6.78,0.1,8.94,-4.52
494,2357473,30.1,3.404525172,0.17,-1.78,2,0,0,0,0,1,0,179.12,6.93,338.49,0.79,61.69,125.72,150.28,518.96,1.5,1,0.09,0,0.92,15.17,3.8,8.95,4.82,2.37,-2.23,-3.38,2575.47,0.39,9155.54,-2.12,8.71,0.53,150.28,0,26.36,1,0,6,0,6,0,12,-9.02,-0.51,8.51,Fathead,LC50,96,30.1,0.51,9.02,-4.765
495,2362610,44.4,3.793239469,0.25,-1.38,1,0,0,0,0,1,0,176.26,2.11,405.64,202.7,25.72,177.22,0,665.22,1,1.7,0.01,0,0.91,21.52,6.19,8.79,4.99,2.72,-2.87,-3.86,5649.82,0.3,3215.22,-1.27,9.47,-0.53,0,0,15.33,1,0,12,0,12,6,13,-9.28,0.62,9.9,Fathead,LC50,96,44.4,-0.62,9.28,-4.33
496,2370630,27.7,3.321432413,0.18,-1.74,2,0,0,0,0,5,1,158.2,3.38,434.98,351.33,45.42,38.22,0,673.96,0,3.7,0.02,0,0.85,17.97,4.78,6.92,3.88,1.62,-1.71,-4.07,3674.58,-0.15,2019.63,-1.74,10.46,-0.1,0,0,44.22,3,0,0,0,0,0,11,-10.45,0.1,10.55,Fathead,LC50,96,27.7,-0.1,10.45,-5.175
497,2416946,8.2,2.104134154,0.06,-2.81,3,0,0,0,0,1,0,136.19,2.1,355.78,228.04,35.03,92.71,0,557.39,1,0.75,0.01,0,0.92,16.4,4.64,6.42,3.43,2.23,-1.69,-3.26,4610.32,0.23,2580.86,-1.74,9.27,-0.34,0,0,18.73,1,0,6,0,6,0,10,-8.83,0.36,9.2,Fathead,LC50,96,8.2,-0.36,8.83,-4.235
498,2437254,0.43,-0.84397007,0,-6.04,5,0,0,0,0,10,0,181.32,5.35,529.89,444.75,71.35,13.8,0,856.83,0,1.5,0.03,0,0.82,21.85,6.58,7.16,0.85,3.68,-4.85,-4.46,2085.86,-0.74,1095.11,-1.83,11.61,-1.59,0,0,25.66,1,0,0,0,0,0,13,-11.17,1.7,12.87,Fathead,LC50,96,0.43,-1.7,11.17,-4.735
499,2439772,120,4.787491743,0.79,-0.23,0,0,0,0,0,2,0,151.17,4.94,337.22,87.12,109.99,140.12,0,527.96,2,3.25,0.05,0.01,0.94,15.03,5.58,9.72,7.92,0.53,-1.05,-3.22,897.2,-0.39,439.98,-2.86,9.32,0.26,0,0,58.25,3,0,6,0,6,0,11,-9.39,-0.1,9.29,Fathead,LC50,96,120,0.1,9.39,-4.745
500,2447792,95.6,4.56017282,0.5,-0.69,0,0,0,0,0,1,0,190.03,5.83,350.4,0,100.14,120.63,129.63,543.88,2,2.5,0.06,0.01,0.92,16.12,6.27,10.48,7.28,1.07,-2.15,-3.41,1112.34,0.03,2847.22,-2.84,9.5,0.71,0,0,49.54,2,0,6,0,6,0,11,-9.98,-0.66,9.32,Fathead,LC50,96,95.6,0.66,9.98,-5.32
589,24544045,15.3,2.727852828,0.09,-2.45,1,0,0,0,0,3,0,177.29,2.23,435.09,314.49,36.38,84.22,0,721.65,1.5,1,0.01,0,0.89,21.6,6.18,8.98,4.11,3.04,-3.13,-3.64,4476.06,0.08,2499.72,-1.61,8.01,-0.6,0,0,21.39,1,0,6,0,6,0,13,-8.34,0.65,8.98,Fathead,LC50,96,15.3,-0.65,8.34,-3.845
501,2455245,34.7,3.546739687,0.2,-1.59,1,0,0,0,0,3,1,170.21,3.05,419.58,335.89,45.46,38.22,0,668.19,0,3.7,0.01,0,0.88,19.03,4.92,7.38,4.28,1.58,-1.74,-3.64,3671.27,-0.01,2017.67,-1.94,10.46,-0.1,0,0,45.13,3,0,5,0,5,4,12,-10.37,0.13,10.5,Fathead,LC50,96,34.7,-0.13,10.37,-5.12
502,2460493,4.47,1.497388409,0.02,-3.76,3,0,0,0,0,2,0,193.03,3.25,341.82,87.13,51.57,74.37,128.75,540.58,1,1.5,0.02,0,0.94,14.91,5.54,7.16,3.94,2.7,-1.33,-2.88,3212.65,0.37,8861.77,-2.02,9.17,0.3,0,0,31.11,2,0,6,0,6,0,11,-8.97,-0.18,8.79,Fathead,LC50,96,4.47,0.18,8.97,-4.575
503,2495376,4.67,1.541159072,0.03,-3.63,2,0,0,0,0,3,1,176.22,2.74,430.86,155.45,39.93,235.48,0,696.36,0,2,0.01,0,0.88,22.04,6.58,7.77,3.94,2.7,-2.76,-4.57,4142.45,0.04,2298.96,-1.14,9.9,-0.05,0,0,35.25,2,0,6,0,6,0,13,-9.7,0.08,9.78,Fathead,LC50,96,4.67,-0.08,9.7,-4.81
504,2499958,1.11,0.104360015,0.01,-4.95,4,0,0,0,0,6,1,156.22,2.22,454.86,347.55,55.99,51.32,0,708.07,0,2,0.01,0,0.84,18.82,5.26,6.18,2.19,2.61,-2.81,-4.29,2916.91,-0.32,1573.54,-1.8,10.96,-0.01,0,0,36.69,2,0,0,0,0,0,11,-11.03,0.04,11.07,Fathead,LC50,96,1.11,-0.04,11.03,-5.495
167,25154523,0.14,-1.966112856,0,-7.36,2,0,0,0,0,9,0,220.35,2.57,562.86,355.69,54.47,152.69,0,931.94,1,0.75,0.01,0,0.82,26.82,8.43,9.77,2.7,4.57,-4.76,-5.18,3015.27,-0.52,1630.96,-1.12,9.42,-0.23,0,0,22.47,1,0,6,0,6,0,16,-9.3,0.27,9.57,Fathead,LC50,96,0.14,-0.27,9.3,-4.515
505,2626837,10,2.302585093,0.05,-3.03,1,0,0,0,0,2,0,207.27,3.37,458.23,287.57,60.88,109.78,0,763.74,1,3,0.01,0.01,0.88,24.18,6.76,10.52,5.96,2.11,-3.36,-3.97,2621.8,-0.08,1402.19,-2.06,9.37,-0.17,0,0,48.98,3,0,6,0,6,0,15,-9.12,0.32,9.44,Fathead,LC50,96,10,-0.32,9.12,-4.4
325,271896,14,2.63905733,0.12,-2.13,9,0,0,0,0,0,0,118.14,0.73,291.07,0,0,291.07,0,442.56,0,0.5,0,0,0.96,14.34,4.8,4.28,2.89,2.61,-2.87,-3.49,9906.04,-0.04,5899.29,-0.49,9.16,0.05,0,0,8.36,1,0,9,0,9,0,9,-9.01,-0.06,8.95,Fathead,LC50,96,14,0.06,9.01,-4.535
507,2759286,47.4,3.858622229,0.27,-1.31,1,2,0,0,0,2,0,176.26,0.71,409.28,187.94,33.19,188.14,0,671.38,1,3.5,0,0.01,0.91,21.23,6.36,9.59,6.68,0.99,0.17,-5.4,298.49,0.97,163.89,-5.4,9.45,-0.35,0,0,21.81,2,0,12,0,12,4,13,-9.1,0.47,9.57,Fathead,LC50,96,47.4,-0.47,9.1,-4.315
326,280579,1730,7.455876687,15.4,2.73,12,2,0,0,0,0,0,112.17,0,293.16,271.78,21.38,0,0,457.55,0,4,0,0,0.98,12.16,3.25,5.04,4.51,-0.87,2,-3.32,386.3,1.21,216.58,-6.04,9,-2.53,0,0,14.35,2,0,8,0,8,6,8,-9,2.86,11.86,Fathead,LC50,96,1730,-2.86,9,-3.07
327,281232,0.28,-1.272965676,0,-6.19,11,0,0,0,0,0,0,136.24,0,338.71,338.71,0,0,0,545.39,0,0,0,0,0.95,15.67,3.73,3.97,-1.15,3.24,-3.55,-2.29,9906.04,0.87,5899.29,-1.52,10.89,-3.65,0,0,0,0,0,10,0,10,10,10,-10.43,3.59,14.02,Fathead,LC50,96,0.28,-3.59,10.43,-3.42
508,2859678,150,5.010635294,1.09,0.09,1,0,0,0,0,4,0,137.18,3.36,362.88,118.54,83.1,161.24,0,561.83,1,3.2,0.02,0.01,0.91,15.3,5.37,7.75,5.99,1.11,-1.25,-3.8,1613.77,-0.35,829.85,-2.1,10.02,0,0,0,35.41,2,0,6,0,6,0,10,-9.72,0.1,9.81,Fathead,LC50,96,150,-0.1,9.72,-4.81
509,2869343,0.07,-2.659260037,0,-8.02,3,1,0,0,0,12,0,199.38,1.55,573.89,509.8,64.09,0,0,942.85,2,1,0,0,0.81,23.87,7.74,9.93,2.8,3.5,-2.84,-5.33,609.61,-0.41,320.55,-3.61,9.56,-3,0,0,27.23,1,0,0,0,0,0,14,-9.69,3.4,13.09,Fathead,LC50,96,0.07,-3.4,9.69,-3.145
510,2894511,2.12,0.751416089,0.01,-4.69,0,0,0,0,0,3,0,231.68,3.54,445.76,0,83.06,291.02,71.68,737.63,1,2,0.02,0,0.89,24.22,8.46,10.75,6.13,3.15,-3.63,-4.77,1615.13,-0.15,2051.55,-1.74,8.4,0.73,0,0,47.8,2,0,12,0,12,0,16,-8.79,-0.63,8.17,Fathead,LC50,96,2.12,0.63,8.79,-4.71
511,2905693,14,2.63905733,0.07,-2.68,3,0,0,0,0,1,1,205.04,2.15,392.22,97.63,42.88,122.05,129.67,614.93,0,2,0.01,0,0.89,18.98,5.93,7.22,3.58,2.52,-2.54,-3.87,3884.02,0.46,10000,-1.78,9.46,0.78,0,0,33.05,2,0,6,0,6,0,12,-9.76,-0.85,8.9,Fathead,LC50,96,14,0.85,9.76,-5.305
512,2921882,0.32,-1.139434283,0,-7.01,3,0,0,0,0,6,2,350.58,2.22,496.76,230.73,10.42,54.5,201.1,871.64,0,2.5,0.01,0,0.89,25.4,8.32,9.66,2.57,4.9,-5.32,-3.6,7890.18,0.61,10000,-0.94,8.8,1.32,0,0,36.87,4,0,6,0,6,0,18,-9.91,-1.77,8.13,Fathead,LC50,96,0.32,1.77,9.91,-5.84
593,29553262,582,6.366470448,3.64,1.29,7,0,0,0,0,2,0,160.11,4.53,315.17,148.1,32.38,0,134.69,484.24,1,0.75,0.04,0,0.95,11.94,2.57,5.85,2.51,2.18,-1.7,-2.4,4884.9,0.53,10000,-1.92,12.03,-0.54,134.69,0,18.9,1,0,0,0,0,0,10,-11.2,1.24,12.43,Fathead,LC50,96,582,-1.24,11.2,-4.98
513,2973764,59.7,4.08933202,0.26,-1.35,0,0,0,0,0,3,0,231.05,4.83,364.52,105.8,123.79,62.22,72.71,576.98,1,3.5,0.04,0.01,0.92,15.61,5.76,8.76,6.14,1.07,-1.89,-3.13,663.72,-0.42,794.73,-3.29,9.61,0.88,0,0,66.75,3,0,6,0,6,0,12,-9.34,-0.7,8.63,Fathead,LC50,96,59.7,0.7,9.34,-5.02
328,298044,2.73,1.004301609,0.01,-4.61,5,0,0,0,0,9,3,274.39,2.88,511.67,399.57,0,0,112.1,874.01,0,2,0.01,0,0.86,23.05,7.12,7.87,0.97,4.24,-5.2,-3.73,9906.04,0.08,10000,-0.66,9.22,2.16,0,0,15.66,2,0,0,0,0,0,14,-8.86,-2.54,6.32,Fathead,LC50,96,2.73,2.54,8.86,-5.7
617,30030252,0.31,-1.171182982,0,-6.2,5,0,0,0,0,1,0,152.62,2.65,368.96,111.88,0,186.48,70.61,574.45,0,0,0.01,0,0.91,17.97,5.36,5.48,1.68,3.4,-3.14,-3.95,9906.04,0.42,10000,-0.77,9.31,0.26,0,0,0,0,0,6,0,6,0,10,-9.18,-0.14,9.04,Fathead,LC50,96,0.31,0.14,9.18,-4.66
514,3066715,1.48,0.392042088,0.01,-4.65,4,0,0,0,0,2,1,154.21,1.95,398.06,309.76,36.94,51.36,0,627.68,0,2,0.01,0,0.89,18.17,4.6,6.09,2.81,2.21,-2.42,-3.55,4422.28,0.13,2467.27,-1.83,10.94,-0.01,0,0,34.45,2,0,6,0,6,6,11,-10.75,0.08,10.83,Fathead,LC50,96,1.48,-0.08,10.75,-5.335
329,309433,23.6,3.161246712,0.09,-2.4,0,0,0,0,0,6,0,238.29,4.21,456.43,263.72,150,42.71,0,784.18,2,5.5,0.02,0.02,0.9,21.78,7.48,12.84,9.15,0.9,-1.85,-3.34,374.53,-1.03,171.14,-3.56,10.17,0.85,0,0,85.15,5,0,6,0,6,1,17,-5.32,4.11,9.44,Fathead,LC50,96,23.6,-4.11,5.32,-0.605
6,3126907,0.9,-0.105360516,0,-5.74,1,0,0,0,0,8,2,278.35,5.44,646.24,412.06,99.75,134.43,0,1067.64,0,4,0.03,0,0.78,32.72,9.75,12.52,5.04,3.78,-4.89,-5.71,1122.08,-1.01,560.3,-2.12,10.32,0.77,0,0,70.4,4,0,6,0,6,0,20,-10.33,-0.76,9.57,Fathead,LC50,96,0.9,0.76,10.33,-5.545
330,314409,186,5.225746674,0.71,-0.34,0,0,0,0,0,2,0,261.12,5.43,423.59,269.3,81.53,9.11,63.65,699.8,1,3.5,0.04,0.01,0.9,20.66,6.13,10.22,5.85,1.77,-2.52,-3.2,1670.02,-0.07,1922.13,-2.8,9.53,0.66,0,0,59.48,4,0,6,0,6,0,14,-9.53,-0.49,9.03,Fathead,LC50,96,186,0.49,9.53,-5.01
